Date,User,Run,Cum. Profits,Comp. Systems,Months Completed,Level,Ransomware,Pay Ransom,Run2,Group,Best run,Pos,High Profit,Low Risk,Optimal,high risk,low profit,overspend,advesarial heaven,exposed,,,,,,
13-2-2024  11:50 PDT,ransom81,1,"2,329",9,60,2,1,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:47 PDT,ransom81,2,-470,38,60,2,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:23 PDT,ransom81,1,"2,229",4,60,1,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:22 PDT,ransom81,2,"1,822",16,36,1,0,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:20 PDT,ransom81,3,"2,432",8,60,1,0,0,3,0,1,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:50 PDT,ransom84,1,"1,275",6,60,2,1,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:49 PDT,ransom84,2,"1,197",20,24,2,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:48 PDT,ransom84,3,"-2,578",40,60,2,1,0,3,0,0,0,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:25 PDT,ransom84,1,"1,472",28,60,1,0,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:23 PDT,ransom84,2,"2,169",10,60,1,0,0,2,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:21 PDT,ransom84,3,"2,145",8,60,1,0,0,3,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-4-2024  09:39 PDT,ransom85,1,415,19,60,2,1,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  12:11 PDT,ransom85,2,"-1,321",49,60,2,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:59 PDT,ransom85,3,"1,471",15,60,2,1,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:57 PDT,ransom85,4,996,13,60,2,1,0,4,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:53 PDT,ransom85,5,"1,494",8,60,2,1,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:52 PDT,ransom85,6,129,17,48,2,1,0,6,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:51 PDT,ransom85,7,-115,27,48,2,1,0,7,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:50 PDT,ransom85,8,724,32,60,2,1,0,8,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:49 PDT,ransom85,9,124,21,48,2,1,0,9,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:48 PDT,ransom85,10,436,31,60,2,1,0,10,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:31 PDT,ransom85,1,"2,445",11,60,1,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:29 PDT,ransom85,2,"1,833",16,60,1,0,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:27 PDT,ransom85,3,"2,108",6,60,1,0,0,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:26 PDT,ransom85,4,"1,533",16,60,1,0,0,4,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:25 PDT,ransom85,5,"2,089",7,60,1,0,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:24 PDT,ransom85,6,"2,086",2,60,1,0,0,6,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:23 PDT,ransom85,7,"2,288",9,60,1,0,0,7,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:21 PDT,ransom85,8,"2,109",7,60,1,0,0,8,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:49 PDT,ransom86,1,"1,001",5,60,2,1,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:49 PDT,ransom86,2,226,14,60,2,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:48 PDT,ransom86,3,489,9,60,2,1,0,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:27 PDT,ransom86,1,793,1,12,1,0,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:24 PDT,ransom86,2,"1,987",17,48,1,0,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:22 PDT,ransom86,3,"2,026",15,60,1,0,0,3,0,1,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:50 PDT,ransom88,1,"1,765",18,60,2,1,0,1,0,0,1,1,0,1,1,0,0,1,2,,,,,,
13-2-2024  11:49 PDT,ransom88,2,-607,37,60,2,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
13-2-2024  11:47 PDT,ransom88,3,197,7,60,2,1,0,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:25 PDT,ransom88,1,"2,133",2,60,1,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:24 PDT,ransom88,2,"2,205",2,60,1,0,0,2,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:23 PDT,ransom88,3,"2,177",7,60,1,0,0,3,0,0,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:22 PDT,ransom88,4,"2,269",12,60,1,0,0,4,0,1,1,1,1,2,0,0,1,0,1,,,,,,
13-2-2024  11:21 PDT,ransom88,5,832,1,12,1,0,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
13-2-2024  11:20 PDT,ransom88,6,"2,160",16,60,1,0,0,6,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  16:33 PDT,V@tt2024001,1,714,37,60,1,1,1,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:31 PDT,V@tt2024001,2,890,30,60,1,1,1,2,0,1,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:28 PDT,V@tt2024001,1,"1,250",22,60,1,1,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:25 PDT,V@tt2024001,2,792,21,24,1,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:24 PDT,V@tt2024001,3,"1,286",16,60,1,1,0,3,0,1,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:35 PDT,V@tt2024003,1,"1,815",2,60,1,1,1,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:34 PDT,V@tt2024003,2,"1,475",8,60,1,1,1,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:32 PDT,V@tt2024003,3,"1,773",2,60,1,1,1,3,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:30 PDT,V@tt2024003,4,"1,494",7,60,1,1,1,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:29 PDT,V@tt2024003,1,"1,663",4,60,1,1,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:27 PDT,V@tt2024003,2,"1,496",7,60,1,1,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:25 PDT,V@tt2024003,3,"1,814",2,60,1,1,0,3,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:24 PDT,V@tt2024003,4,"1,534",6,60,1,1,0,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:23 PDT,V@tt2024003,5,"1,397",6,60,1,1,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:22 PDT,V@tt2024003,6,"1,619",4,60,1,1,0,6,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:21 PDT,V@tt2024003,7,465,18,60,1,1,0,7,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:20 PDT,V@tt2024003,8,"1,574",2,60,1,1,0,8,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:18 PDT,V@tt2024003,9,"1,384",0,60,1,1,0,9,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:05 PDT,V@tt2024003,1,"2,360",7,60,2,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:03 PDT,V@tt2024003,2,"2,320",3,60,2,0,0,2,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:00 PDT,V@tt2024003,1,"2,295",6,60,1,0,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024003,2,"2,028",5,60,1,0,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  14:58 PDT,V@tt2024003,3,752,44,60,1,0,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  14:57 PDT,V@tt2024003,4,"2,122",7,60,1,0,0,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  14:56 PDT,V@tt2024003,5,"2,243",4,60,1,0,0,5,0,0,1,1,1,2,0,0,1,0,1,,,,,,
19-9-2024  08:45 PDT,V@tt2024004,1,"1,687",1,60,1,1,1,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
19-9-2024  08:44 PDT,V@tt2024004,2,433,14,12,1,1,1,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:44 PDT,V@tt2024004,3,"1,298",0,60,1,1,1,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:39 PDT,V@tt2024004,4,"2,064",6,60,1,1,1,4,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:34 PDT,V@tt2024004,5,"1,982",1,60,1,1,1,5,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:32 PDT,V@tt2024004,6,"1,265",3,48,1,1,1,6,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:31 PDT,V@tt2024004,7,"1,305",0,60,1,1,1,7,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:31 PDT,V@tt2024004,8,"1,562",0,60,1,1,1,8,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:30 PDT,V@tt2024004,9,"1,069",57,12,1,1,1,9,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:29 PDT,V@tt2024004,1,"1,975",1,60,1,1,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:27 PDT,V@tt2024004,2,914,3,36,1,1,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:26 PDT,V@tt2024004,3,0,0,0,1,1,0,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:25 PDT,V@tt2024004,4,"1,610",2,60,1,1,0,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:24 PDT,V@tt2024004,5,410,0,12,1,1,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:23 PDT,V@tt2024004,6,625,7,12,1,1,0,6,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:23 PDT,V@tt2024004,7,544,7,12,1,1,0,7,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:22 PDT,V@tt2024004,8,571,1,12,1,1,0,8,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:22 PDT,V@tt2024004,9,544,7,12,1,1,0,9,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:21 PDT,V@tt2024004,10,693,11,36,1,1,0,10,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:20 PDT,V@tt2024004,11,"1,833",0,60,1,1,0,11,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:18 PDT,V@tt2024004,12,968,5,60,1,1,0,12,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:22 PDT,V@tt2024004,1,"1,301",4,24,2,0,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:14 PDT,V@tt2024004,2,"3,228",15,60,2,0,0,2,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  15:09 PDT,V@tt2024004,3,"2,757",11,60,2,0,0,3,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:04 PDT,V@tt2024004,4,"2,698",13,60,2,0,0,4,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  15:02 PDT,V@tt2024004,5,"2,122",3,60,2,0,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:01 PDT,V@tt2024004,1,833,1,12,1,0,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:01 PDT,V@tt2024004,2,795,1,12,1,0,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:01 PDT,V@tt2024004,3,"2,299",10,60,1,0,0,3,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024004,4,"2,011",5,60,1,0,0,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  14:58 PDT,V@tt2024004,5,"2,086",2,60,1,0,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:47 PDT,V@tt2024005,1,"1,268",2,60,1,1,1,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:33 PDT,V@tt2024005,2,-510,100,60,1,1,1,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:32 PDT,V@tt2024005,3,"1,503",22,60,1,1,1,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:31 PDT,V@tt2024005,1,779,4,60,1,1,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:30 PDT,V@tt2024005,4,"1,377",14,60,1,1,1,4,0,1,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:28 PDT,V@tt2024005,2,-221,5,60,1,1,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:27 PDT,V@tt2024005,3,"-1,070",32,60,1,1,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:26 PDT,V@tt2024005,4,"1,502",3,60,1,1,0,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:25 PDT,V@tt2024005,5,"1,415",5,60,1,1,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:23 PDT,V@tt2024005,6,"1,609",2,60,1,1,0,6,0,1,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:23 PDT,V@tt2024005,7,"1,555",4,60,1,1,0,7,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:21 PDT,V@tt2024005,8,347,14,60,1,1,0,8,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:20 PDT,V@tt2024005,9,-344,17,60,1,1,0,9,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:19 PDT,V@tt2024005,10,"1,545",5,60,1,1,0,10,0,1,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:18 PDT,V@tt2024005,11,347,14,60,1,1,0,11,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:17 PDT,V@tt2024005,12,"-1,809",19,60,1,1,0,12,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:16 PDT,V@tt2024005,1,976,0,12,2,0,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:06 PDT,V@tt2024005,2,"3,005",15,60,2,0,0,2,0,1,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  15:05 PDT,V@tt2024005,3,"2,414",12,60,2,0,0,3,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:04 PDT,V@tt2024005,4,"1,896",25,60,2,0,0,4,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  15:03 PDT,V@tt2024005,5,"2,423",9,60,2,0,0,5,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:00 PDT,V@tt2024005,1,"2,341",11,60,1,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:00 PDT,V@tt2024005,2,"2,355",12,60,1,0,0,2,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024005,3,752,44,60,1,0,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024005,4,"2,332",11,60,1,0,0,4,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:58 PDT,V@tt2024005,5,752,44,60,1,0,0,5,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  14:57 PDT,V@tt2024005,6,"2,289",11,60,1,0,0,6,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:56 PDT,V@tt2024005,7,"2,324",11,60,1,0,0,7,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:33 PDT,V@tt2024006,1,"1,847",10,60,1,1,1,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:30 PDT,V@tt2024006,2,"1,578",3,60,1,1,1,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:29 PDT,V@tt2024006,1,"1,972",1,60,1,1,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:28 PDT,V@tt2024006,2,"1,639",3,60,1,1,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:25 PDT,V@tt2024006,3,-58,32,24,1,1,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:25 PDT,V@tt2024006,4,"1,860",3,60,1,1,0,4,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:23 PDT,V@tt2024006,5,617,14,12,1,1,0,5,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:22 PDT,V@tt2024006,6,"1,930",3,60,1,1,0,6,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:21 PDT,V@tt2024006,7,"1,785",3,60,1,1,0,7,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:19 PDT,V@tt2024006,8,-413,35,60,1,1,0,8,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  15:04 PDT,V@tt2024006,1,"2,643",16,60,2,0,0,1,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  15:03 PDT,V@tt2024006,2,"2,351",7,60,2,0,0,2,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:00 PDT,V@tt2024006,1,"2,362",12,60,1,0,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024006,2,"2,095",7,60,1,0,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  14:56 PDT,V@tt2024006,3,"2,238",5,60,1,0,0,3,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  18:25 PDT,V@tt2024008,1,"1,613",1,48,1,1,1,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:34 PDT,V@tt2024008,2,"1,519",0,60,1,1,1,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:32 PDT,V@tt2024008,3,"1,653",0,60,1,1,1,3,0,1,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:28 PDT,V@tt2024008,1,"2,022",3,60,1,1,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:25 PDT,V@tt2024008,2,"1,903",0,60,1,1,0,2,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:22 PDT,V@tt2024008,3,"1,877",0,60,1,1,0,3,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:21 PDT,V@tt2024008,4,"1,833",0,60,1,1,0,4,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:20 PDT,V@tt2024008,5,"1,366",1,60,1,1,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:18 PDT,V@tt2024008,6,734,8,60,1,1,0,6,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  15:10 PDT,V@tt2024008,1,"2,266",4,60,2,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:08 PDT,V@tt2024008,2,"2,464",10,60,2,0,0,2,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:04 PDT,V@tt2024008,3,"2,295",4,60,2,0,0,3,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:03 PDT,V@tt2024008,4,"2,183",2,60,2,0,0,4,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  15:00 PDT,V@tt2024008,1,"2,409",5,60,1,0,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024008,2,"1,612",13,60,1,0,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024008,3,752,44,60,1,0,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  14:57 PDT,V@tt2024008,4,"2,446",5,60,1,0,0,4,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  14:56 PDT,V@tt2024008,5,"2,309",13,60,1,0,0,5,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  14:55 PDT,V@tt2024008,6,947,1,12,1,0,0,6,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  14:55 PDT,V@tt2024008,7,"2,222",2,60,1,0,0,7,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:30 PDT,V@tt2024009,1,"1,612",6,60,1,1,1,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:26 PDT,V@tt2024009,1,268,31,36,1,1,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:25 PDT,V@tt2024009,2,"-14,743",100,60,1,1,0,2,0,0,0,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:23 PDT,V@tt2024009,3,"1,142",7,60,1,1,0,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:21 PDT,V@tt2024009,4,"1,821",1,60,1,1,0,4,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:21 PDT,V@tt2024009,5,938,10,60,1,1,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:19 PDT,V@tt2024009,6,"-10,838",95,60,1,1,0,6,0,0,0,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:18 PDT,V@tt2024009,7,"-8,689",88,60,1,1,0,7,0,0,0,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:17 PDT,V@tt2024009,8,"-3,476",58,60,1,1,0,8,0,0,0,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  15:05 PDT,V@tt2024009,1,"1,752",36,60,2,0,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  15:04 PDT,V@tt2024009,2,"2,411",33,60,2,0,0,2,0,1,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  15:03 PDT,V@tt2024009,3,"1,979",25,60,2,0,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  15:00 PDT,V@tt2024009,1,"1,784",23,60,1,0,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024009,2,"1,335",30,60,1,0,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  14:59 PDT,V@tt2024009,3,"1,868",20,60,1,0,0,3,0,1,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:30 PDT,V@tt2024010,1,"1,582",15,60,1,1,1,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:27 PDT,V@tt2024010,1,"-2,060",31,60,1,1,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:24 PDT,V@tt2024010,2,526,13,60,1,1,0,2,0,1,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:21 PDT,V@tt2024010,3,"-1,618",21,60,1,1,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  15:10 PDT,V@tt2024010,1,"3,458",26,60,2,0,0,1,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  15:04 PDT,V@tt2024010,2,"2,624",14,60,2,0,0,2,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  14:59 PDT,V@tt2024010,1,"2,424",13,60,1,0,0,1,0,0,1,1,0,1,1,0,0,1,2,,,,,,
18-9-2024  14:57 PDT,V@tt2024010,2,"2,362",9,60,1,0,0,2,0,0,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:41 PDT,V@tt2024011,1,"1,343",10,60,1,1,1,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:41 PDT,V@tt2024011,2,"1,332",28,60,1,1,1,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:40 PDT,V@tt2024011,3,"1,623",7,60,1,1,1,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:39 PDT,V@tt2024011,4,"1,804",3,60,1,1,1,4,0,1,1,1,1,2,0,0,1,0,1,,,,,,
18-9-2024  16:39 PDT,V@tt2024011,5,"1,306",0,60,1,1,1,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:38 PDT,V@tt2024011,6,"1,287",15,60,1,1,1,6,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:37 PDT,V@tt2024011,7,"1,225",15,60,1,1,1,7,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:36 PDT,V@tt2024011,8,731,31,60,1,1,1,8,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:35 PDT,V@tt2024011,9,"1,554",19,60,1,1,1,9,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:34 PDT,V@tt2024011,10,"1,220",23,48,1,1,1,10,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:33 PDT,V@tt2024011,11,"1,021",29,60,1,1,1,11,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:32 PDT,V@tt2024011,12,871,42,48,1,1,1,12,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:31 PDT,V@tt2024011,13,"1,235",33,60,1,1,1,13,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:30 PDT,V@tt2024011,14,"1,334",20,60,1,1,1,14,0,0,1,0,0,0,1,1,1,2,1,,,,,,
18-9-2024  16:28 PDT,V@tt2024011,1,700,10,36,1,1,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
18-9-2024  16:25 PDT,V@tt2024011,2,461,37,60,1,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
